file,row,created_at
election-filter1.txt,14300000,2016-07-31
election-filter1.txt,14400000,2016-07-31
election-filter1.txt,14500000,2016-07-31
election-filter1.txt,14600000,2016-08-01
election-filter1.txt,14700000,2016-08-01
election-filter1.txt,14800000,2016-08-01
election-filter1.txt,14900000,2016-08-01
election-filter1.txt,15000000,2016-08-01
election-filter1.txt,15100000,2016-08-01
election-filter1.txt,15200000,2016-08-01
election-filter1.txt,15300000,2016-08-01
election-filter1.txt,15400000,2016-08-01
election-filter1.txt,15500000,2016-08-01
election-filter1.txt,15600000,2016-08-01
election-filter1.txt,15700000,2016-08-01
election-filter1.txt,15800000,2016-08-01
election-filter1.txt,15900000,2016-08-01
election-filter1.txt,16000000,2016-08-01
election-filter1.txt,16100000,2016-08-01
election-filter1.txt,16200000,2016-08-01
election-filter1.txt,16300000,2016-08-01
election-filter1.txt,16400000,2016-08-01
election-filter1.txt,16500000,2016-08-01
election-filter1.txt,16600000,2016-08-01
election-filter1.txt,16700000,2016-08-01
election-filter1.txt,16800000,2016-08-01
election-filter1.txt,16900000,2016-08-01
election-filter1.txt,17000000,2016-08-01
election-filter1.txt,17100000,2016-08-01
election-filter1.txt,17200000,2016-08-01
election-filter1.txt,17300000,2016-08-01
election-filter1.txt,17400000,2016-08-02
election-filter1.txt,17500000,2016-08-02
election-filter1.txt,17600000,2016-08-02
election-filter1.txt,17700000,2016-08-02
election-filter1.txt,17800000,2016-08-02
election-filter1.txt,17900000,2016-08-02
election-filter1.txt,18000000,2016-08-02
election-filter1.txt,18100000,2016-08-02
election-filter1.txt,18200000,2016-08-02
election-filter1.txt,18300000,2016-08-02
election-filter1.txt,18400000,2016-08-02
election-filter1.txt,18500000,2016-08-02
election-filter1.txt,18600000,2016-08-02
election-filter1.txt,18700000,2016-08-02
election-filter1.txt,18800000,2016-08-02
election-filter1.txt,18900000,2016-08-02
election-filter1.txt,19000000,2016-08-02
election-filter1.txt,19100000,2016-08-02
election-filter1.txt,19200000,2016-08-02
election-filter1.txt,19300000,2016-08-02
election-filter1.txt,19400000,2016-08-02
election-filter1.txt,19500000,2016-08-02
election-filter1.txt,19600000,2016-08-02
election-filter1.txt,19700000,2016-08-02
election-filter1.txt,19800000,2016-08-02
election-filter1.txt,19900000,2016-08-02
election-filter1.txt,20000000,2016-08-02
election-filter1.txt,20100000,2016-08-02
election-filter1.txt,20200000,2016-08-02
election-filter1.txt,20300000,2016-08-02
election-filter1.txt,20400000,2016-08-02
election-filter1.txt,20500000,2016-08-03
election-filter1.txt,20600000,2016-08-03
election-filter1.txt,20700000,2016-08-03
election-filter1.txt,20800000,2016-08-03
election-filter1.txt,20900000,2016-08-03
election-filter1.txt,21000000,2016-08-03
election-filter1.txt,21100000,2016-08-03
election-filter1.txt,21200000,2016-08-03
election-filter1.txt,21300000,2016-08-03
election-filter1.txt,21400000,2016-08-03
election-filter1.txt,21500000,2016-08-03
election-filter1.txt,21600000,2016-08-03
election-filter1.txt,21700000,2016-08-03
election-filter1.txt,21800000,2016-08-03
election-filter1.txt,21900000,2016-08-03
election-filter1.txt,22000000,2016-08-03
election-filter1.txt,22100000,2016-08-03
election-filter1.txt,22200000,2016-08-03
election-filter1.txt,22300000,2016-08-03
election-filter1.txt,22400000,2016-08-03
election-filter1.txt,22500000,2016-08-03
election-filter1.txt,22600000,2016-08-03
election-filter1.txt,22700000,2016-08-03
election-filter1.txt,22800000,2016-08-03
election-filter1.txt,22900000,2016-08-03
election-filter1.txt,23000000,2016-08-03
election-filter1.txt,23100000,2016-08-03
election-filter1.txt,23200000,2016-08-03
election-filter1.txt,23300000,2016-08-03
election-filter1.txt,23400000,2016-08-04
election-filter1.txt,23500000,2016-08-04
election-filter1.txt,23600000,2016-08-04
election-filter1.txt,23700000,2016-08-04
election-filter1.txt,23800000,2016-08-04
election-filter1.txt,23900000,2016-08-04
election-filter1.txt,24000000,2016-08-04
election-filter1.txt,24100000,2016-08-04
election-filter1.txt,24200000,2016-08-04
election-filter1.txt,24300000,2016-08-04
election-filter1.txt,24400000,2016-08-04
election-filter1.txt,24500000,2016-08-04
election-filter1.txt,24600000,2016-08-04
election-filter1.txt,24700000,2016-08-04
election-filter1.txt,24800000,2016-08-04
election-filter1.txt,24900000,2016-08-04
election-filter1.txt,25000000,2016-08-04
election-filter1.txt,25100000,2016-08-04
election-filter1.txt,25200000,2016-08-04
election-filter1.txt,25300000,2016-08-04
election-filter1.txt,25400000,2016-08-04
election-filter1.txt,25500000,2016-08-04
election-filter1.txt,25600000,2016-08-04
election-filter1.txt,25700000,2016-08-04
election-filter1.txt,25800000,2016-08-04
election-filter1.txt,25900000,2016-08-04
election-filter1.txt,26000000,2016-08-05
election-filter1.txt,26100000,2016-08-05
election-filter1.txt,26200000,2016-08-05
election-filter1.txt,26300000,2016-08-05
election-filter1.txt,26400000,2016-08-05
election-filter1.txt,26500000,2016-08-05
election-filter1.txt,26600000,2016-08-05
election-filter1.txt,26700000,2016-08-05
election-filter1.txt,26800000,2016-08-05
election-filter1.txt,26900000,2016-08-05
election-filter1.txt,27000000,2016-08-05
election-filter1.txt,27100000,2016-08-05
election-filter1.txt,27200000,2016-08-05
election-filter1.txt,27300000,2016-08-05
election-filter1.txt,27400000,2016-08-05
election-filter1.txt,27500000,2016-08-05
election-filter1.txt,27600000,2016-08-05
election-filter1.txt,27700000,2016-08-05
election-filter1.txt,27800000,2016-08-05
election-filter1.txt,27900000,2016-08-05
election-filter1.txt,28000000,2016-08-05
election-filter1.txt,28100000,2016-08-05
election-filter1.txt,28200000,2016-08-05
election-filter1.txt,28300000,2016-08-06
election-filter1.txt,28400000,2016-08-06
election-filter1.txt,28500000,2016-08-06
election-filter1.txt,28600000,2016-08-06
election-filter1.txt,28700000,2016-08-06
election-filter1.txt,28800000,2016-08-06
election-filter1.txt,28900000,2016-08-06
election-filter1.txt,29000000,2016-08-06
election-filter1.txt,29100000,2016-08-06
election-filter1.txt,29200000,2016-08-06
election-filter1.txt,29300000,2016-08-06
election-filter1.txt,29400000,2016-08-06
election-filter1.txt,29500000,2016-08-06
election-filter1.txt,29600000,2016-08-06
election-filter1.txt,29700000,2016-08-06
election-filter1.txt,29800000,2016-08-06
election-filter1.txt,29900000,2016-08-06
election-filter1.txt,0,2016-08-10
election-filter1.txt,100000,2016-08-10
election-filter1.txt,200000,2016-08-10
election-filter1.txt,300000,2016-08-10
election-filter1.txt,400000,2016-08-11
election-filter1.txt,500000,2016-08-11
election-filter1.txt,600000,2016-08-11
election-filter1.txt,700000,2016-08-11
election-filter1.txt,800000,2016-08-11
election-filter1.txt,900000,2016-08-11
election-filter1.txt,1000000,2016-08-11
election-filter1.txt,1100000,2016-08-11
election-filter1.txt,1200000,2016-08-11
election-filter1.txt,1300000,2016-08-11
election-filter1.txt,1400000,2016-08-11
election-filter1.txt,1500000,2016-08-11
election-filter1.txt,1600000,2016-08-11
election-filter1.txt,1700000,2016-08-11
election-filter1.txt,1800000,2016-08-11
election-filter1.txt,1900000,2016-08-12
election-filter1.txt,2000000,2016-08-12
election-filter1.txt,2100000,2016-08-12
election-filter1.txt,2200000,2016-08-12
election-filter1.txt,2300000,2016-08-12
election-filter1.txt,2400000,2016-08-12
election-filter1.txt,2500000,2016-08-12
election-filter1.txt,2600000,2016-08-12
election-filter1.txt,2700000,2016-08-12
election-filter1.txt,2800000,2016-08-12
election-filter1.txt,2900000,2016-08-12
election-filter1.txt,3000000,2016-08-12
election-filter1.txt,3100000,2016-08-12
election-filter1.txt,3200000,2016-08-12
election-filter1.txt,3300000,2016-08-12
election-filter1.txt,3400000,2016-08-13
election-filter1.txt,3500000,2016-08-13
election-filter1.txt,3600000,2016-08-13
election-filter1.txt,3700000,2016-08-13
election-filter1.txt,3800000,2016-08-13
election-filter1.txt,3900000,2016-08-13
election-filter1.txt,4000000,2016-08-13
election-filter1.txt,4100000,2016-08-13
election-filter1.txt,4200000,2016-08-13
election-filter1.txt,4300000,2016-08-13
election-filter5.txt,43800000,2016-08-30
election-filter5.txt,43900000,2016-08-30
election-filter5.txt,44000000,2016-08-30
election-filter5.txt,44100000,2016-08-30
election-filter5.txt,44200000,2016-08-30
election-filter5.txt,44300000,2016-08-30
election-filter5.txt,44400000,2016-08-30
election-filter5.txt,44500000,2016-08-30
election-filter5.txt,44600000,2016-08-30
election-filter5.txt,44700000,2016-08-30
election-filter5.txt,44800000,2016-08-31
election-filter5.txt,44900000,2016-08-31
election-filter5.txt,45000000,2016-08-31
election-filter5.txt,45100000,2016-08-31
election-filter5.txt,45200000,2016-08-31
election-filter5.txt,45300000,2016-08-31
election-filter5.txt,45400000,2016-08-31
election-filter5.txt,45500000,2016-08-31
election-filter5.txt,45600000,2016-08-31
election-filter5.txt,45700000,2016-08-31
election-filter5.txt,45800000,2016-08-31
election-filter5.txt,45900000,2016-08-31
election-filter5.txt,46000000,2016-08-31
election-filter5.txt,46100000,2016-08-31
election-filter5.txt,46200000,2016-08-31
election-filter5.txt,46300000,2016-08-31
election-filter5.txt,46400000,2016-08-31
election-filter5.txt,46500000,2016-08-31
election-filter5.txt,46600000,2016-08-31
election-filter5.txt,46700000,2016-08-31
election-filter5.txt,46800000,2016-08-31
election-filter5.txt,46900000,2016-08-31
election-filter5.txt,47000000,2016-08-31
election-filter5.txt,47100000,2016-08-31
election-filter5.txt,47200000,2016-08-31
election-filter3.txt,15300000,2016-09-01
election-filter3.txt,15400000,2016-09-01
election-filter3.txt,15500000,2016-09-01
election-filter3.txt,15600000,2016-09-01
election-filter3.txt,15700000,2016-09-01
election-filter3.txt,15800000,2016-09-01
election-filter3.txt,15900000,2016-09-01
election-filter3.txt,16000000,2016-09-01
election-filter5.txt,47300000,2016-09-01
election-filter5.txt,47400000,2016-09-01
election-filter5.txt,47500000,2016-09-01
election-filter5.txt,47600000,2016-09-01
election-filter5.txt,47700000,2016-09-01
election-filter5.txt,47800000,2016-09-01
election-filter5.txt,47900000,2016-09-01
election-filter5.txt,48000000,2016-09-01
election-filter5.txt,48100000,2016-09-01
election-filter5.txt,48200000,2016-09-01
election-filter5.txt,48300000,2016-09-01
election-filter5.txt,48400000,2016-09-01
election-filter3.txt,16100000,2016-09-02
election-filter3.txt,16200000,2016-09-02
election-filter3.txt,16300000,2016-09-02
election-filter3.txt,16400000,2016-09-02
election-filter3.txt,16500000,2016-09-02
election-filter3.txt,16600000,2016-09-02
election-filter3.txt,16700000,2016-09-02
election-filter3.txt,16800000,2016-09-02
election-filter3.txt,16900000,2016-09-02
election-filter3.txt,17000000,2016-09-02
election-filter3.txt,17100000,2016-09-02
election-filter3.txt,17200000,2016-09-02
election-filter3.txt,17300000,2016-09-02
election-filter3.txt,17400000,2016-09-02
election-filter3.txt,17500000,2016-09-02
election-filter3.txt,17600000,2016-09-02
election-filter3.txt,17700000,2016-09-02
election-filter3.txt,17800000,2016-09-02
election-filter3.txt,17900000,2016-09-02
election-filter3.txt,18000000,2016-09-02
election-filter3.txt,18100000,2016-09-03
election-filter3.txt,18200000,2016-09-03
election-filter3.txt,18300000,2016-09-03
election-filter3.txt,18400000,2016-09-03
election-filter3.txt,18500000,2016-09-03
election-filter3.txt,18600000,2016-09-03
election-filter3.txt,18700000,2016-09-03
election-filter3.txt,18800000,2016-09-03
election-filter3.txt,18900000,2016-09-03
election-filter3.txt,19000000,2016-09-03
election-filter3.txt,19100000,2016-09-03
election-filter3.txt,19200000,2016-09-03
election-filter3.txt,19300000,2016-09-03
election-filter3.txt,19400000,2016-09-03
election-filter3.txt,19500000,2016-09-03
election-filter3.txt,19600000,2016-09-03
election-filter3.txt,19700000,2016-09-03
election-filter3.txt,19800000,2016-09-03
election-filter3.txt,19900000,2016-09-03
election-filter3.txt,20000000,2016-09-04
election-filter3.txt,20100000,2016-09-04
election-filter3.txt,20200000,2016-09-04
election-filter3.txt,20300000,2016-09-06
election-filter3.txt,20400000,2016-09-06
election-filter3.txt,20500000,2016-09-06
election-filter3.txt,20600000,2016-09-06
election-filter3.txt,20700000,2016-09-06
election-filter3.txt,20800000,2016-09-06
election-filter3.txt,20900000,2016-09-06
election-filter3.txt,21000000,2016-09-06
election-filter3.txt,21100000,2016-09-06
election-filter3.txt,21200000,2016-09-06
election-filter3.txt,21300000,2016-09-06
election-filter3.txt,21400000,2016-09-06
election-filter3.txt,21500000,2016-09-07
election-filter3.txt,21600000,2016-09-07
election-filter3.txt,21700000,2016-09-07
election-filter3.txt,21800000,2016-09-07
election-filter3.txt,21900000,2016-09-07
election-filter3.txt,22000000,2016-09-07
election-filter3.txt,22100000,2016-09-07
election-filter3.txt,22200000,2016-09-07
election-filter3.txt,22300000,2016-09-07
election-filter3.txt,22400000,2016-09-07
election-filter3.txt,22500000,2016-09-07
election-filter3.txt,22600000,2016-09-07
election-filter3.txt,22700000,2016-09-07
election-filter3.txt,22800000,2016-09-07
election-filter3.txt,22900000,2016-09-07
election-filter3.txt,23000000,2016-09-07
election-filter3.txt,23100000,2016-09-07
election-filter3.txt,23200000,2016-09-07
election-filter3.txt,23300000,2016-09-07
election-filter3.txt,23400000,2016-09-07
election-filter3.txt,23500000,2016-09-07
election-filter3.txt,23600000,2016-09-08
election-filter3.txt,23700000,2016-09-08
election-filter3.txt,23800000,2016-09-08
election-filter3.txt,23900000,2016-09-08
election-filter3.txt,24000000,2016-09-08
election-filter3.txt,24100000,2016-09-08
election-filter3.txt,24200000,2016-09-08
election-filter3.txt,24300000,2016-09-08
election-filter3.txt,24400000,2016-09-08
election-filter3.txt,24500000,2016-09-08
election-filter3.txt,24600000,2016-09-08
election-filter3.txt,24700000,2016-09-08
election-filter3.txt,24800000,2016-09-08
election-filter3.txt,24900000,2016-09-08
election-filter3.txt,25000000,2016-09-08
election-filter3.txt,25100000,2016-09-08
election-filter3.txt,25200000,2016-09-08
election-filter3.txt,25300000,2016-09-08
election-filter3.txt,25400000,2016-09-08
election-filter3.txt,25500000,2016-09-08
election-filter3.txt,25600000,2016-09-08
election-filter3.txt,25700000,2016-09-08
election-filter3.txt,25800000,2016-09-08
election-filter3.txt,25900000,2016-09-08
election-filter3.txt,26000000,2016-09-08
election-filter3.txt,26100000,2016-09-08
election-filter3.txt,26200000,2016-09-08
election-filter3.txt,26300000,2016-09-08
election-filter3.txt,26400000,2016-09-09
election-filter3.txt,26500000,2016-09-09
election-filter3.txt,26600000,2016-09-09
election-filter3.txt,26700000,2016-09-09
election-filter3.txt,26800000,2016-09-09
election-filter3.txt,26900000,2016-09-09
election-filter3.txt,27000000,2016-09-09
election-filter3.txt,27100000,2016-09-09
election-filter3.txt,27200000,2016-09-09
election-filter3.txt,27300000,2016-09-09
election-filter3.txt,27400000,2016-09-09
election-filter3.txt,27500000,2016-09-09
election-filter3.txt,27600000,2016-09-09
election-filter3.txt,27700000,2016-09-09
election-filter3.txt,27800000,2016-09-09
election-filter3.txt,27900000,2016-09-09
election-filter3.txt,28000000,2016-09-09
election-filter3.txt,28100000,2016-09-09
election-filter3.txt,28200000,2016-09-09
election-filter3.txt,28300000,2016-09-09
election-filter3.txt,28400000,2016-09-09
election-filter3.txt,28500000,2016-09-09
election-filter3.txt,28600000,2016-09-10
election-filter3.txt,28700000,2016-09-10
election-filter3.txt,28800000,2016-09-10
election-filter3.txt,28900000,2016-09-10
election-filter3.txt,29000000,2016-09-10
election-filter3.txt,29100000,2016-09-10
election-filter3.txt,29200000,2016-09-10
election-filter3.txt,29300000,2016-09-10
election-filter3.txt,29400000,2016-09-10
election-filter3.txt,29500000,2016-09-10
election-filter3.txt,29600000,2016-09-10
election-filter3.txt,29700000,2016-09-10
election-filter3.txt,29800000,2016-09-10
election-filter3.txt,29900000,2016-09-10
election-filter3.txt,30000000,2016-09-10
election-filter3.txt,30100000,2016-09-10
election-filter3.txt,30200000,2016-09-10
election-filter3.txt,30300000,2016-09-10
election-filter3.txt,30400000,2016-09-10
election-filter3.txt,30500000,2016-09-10
election-filter3.txt,30600000,2016-09-10
election-filter3.txt,30700000,2016-09-10
election-filter3.txt,30800000,2016-09-10
election-filter3.txt,30900000,2016-09-11
election-filter3.txt,31000000,2016-09-11
election-filter3.txt,31100000,2016-09-11
election-filter3.txt,31200000,2016-09-11
election-filter3.txt,31300000,2016-09-11
election-filter3.txt,31400000,2016-09-11
election-filter3.txt,31500000,2016-09-11
election-filter3.txt,31600000,2016-09-11
election-filter3.txt,31700000,2016-09-11
election-filter3.txt,31800000,2016-09-11
election-filter3.txt,31900000,2016-09-11
election-filter3.txt,32000000,2016-09-11
election-filter3.txt,32100000,2016-09-11
election-filter3.txt,32200000,2016-09-11
election-filter3.txt,32300000,2016-09-11
election-filter3.txt,32400000,2016-09-11
election-filter3.txt,32500000,2016-09-11
election-filter3.txt,32600000,2016-09-11
election-filter3.txt,32700000,2016-09-11
election-filter3.txt,32800000,2016-09-11
election-filter3.txt,32900000,2016-09-11
election-filter3.txt,33000000,2016-09-11
election-filter3.txt,33100000,2016-09-11
election-filter3.txt,33200000,2016-09-12
election-filter3.txt,33300000,2016-09-12
election-filter3.txt,33400000,2016-09-12
election-filter3.txt,33500000,2016-09-12
election-filter3.txt,33600000,2016-09-12
election-filter3.txt,33700000,2016-09-12
election-filter3.txt,33800000,2016-09-12
election-filter3.txt,33900000,2016-09-12
election-filter3.txt,34000000,2016-09-12
election-filter3.txt,34100000,2016-09-12
election-filter3.txt,34200000,2016-09-12
election-filter3.txt,34300000,2016-09-12
election-filter3.txt,34400000,2016-09-12
election-filter3.txt,34500000,2016-09-12
election-filter3.txt,34600000,2016-09-12
election-filter3.txt,34700000,2016-09-12
election-filter3.txt,34800000,2016-09-12
election-filter3.txt,34900000,2016-09-12
election-filter3.txt,35000000,2016-09-12
election-filter3.txt,35100000,2016-09-12
election-filter3.txt,35200000,2016-09-12
election-filter3.txt,35300000,2016-09-12
election-filter3.txt,35400000,2016-09-12
election-filter3.txt,35500000,2016-09-12
election-filter3.txt,35600000,2016-09-13
election-filter3.txt,35700000,2016-09-13
election-filter3.txt,35800000,2016-09-13
election-filter3.txt,35900000,2016-09-13
election-filter3.txt,36000000,2016-09-13
election-filter3.txt,36100000,2016-09-13
election-filter3.txt,36200000,2016-09-13
election-filter3.txt,36300000,2016-09-13
election-filter3.txt,36400000,2016-09-13
election-filter3.txt,36500000,2016-09-13
election-filter3.txt,36600000,2016-09-13
election-filter3.txt,36700000,2016-09-13
election-filter3.txt,36800000,2016-09-13
election-filter3.txt,36900000,2016-09-13
election-filter3.txt,37000000,2016-09-13
election-filter3.txt,37100000,2016-09-13
election-filter3.txt,37200000,2016-09-13
election-filter3.txt,37300000,2016-09-13
election-filter3.txt,37400000,2016-09-13
election-filter3.txt,37500000,2016-09-13
election-filter3.txt,37600000,2016-09-13
election-filter3.txt,37700000,2016-09-13
election-filter3.txt,37800000,2016-09-13
election-filter3.txt,37900000,2016-09-14
election-filter3.txt,38000000,2016-09-14
election-filter3.txt,38100000,2016-09-14
election-filter3.txt,38200000,2016-09-14
election-filter3.txt,38300000,2016-09-14
election-filter3.txt,38400000,2016-09-14
election-filter3.txt,38500000,2016-09-14
election-filter3.txt,38600000,2016-09-14
election-filter3.txt,38700000,2016-09-14
election-filter3.txt,38800000,2016-09-14
election-filter3.txt,38900000,2016-09-14
election-filter3.txt,39000000,2016-09-14
election-filter3.txt,39100000,2016-09-14
election-filter3.txt,39200000,2016-09-14
election-filter3.txt,39300000,2016-09-14
election-filter3.txt,39400000,2016-09-14
election-filter3.txt,39500000,2016-09-14
election-filter3.txt,39600000,2016-09-14
election-filter3.txt,39700000,2016-09-14
election-filter3.txt,39800000,2016-09-14
election-filter3.txt,39900000,2016-09-14
election-filter3.txt,40000000,2016-09-14
election-filter3.txt,40100000,2016-09-14
election-filter3.txt,40200000,2016-09-14
election-filter3.txt,40300000,2016-09-14
election-filter3.txt,40400000,2016-09-14
election-filter3.txt,40500000,2016-09-14
election-filter3.txt,40600000,2016-09-15
election-filter3.txt,40700000,2016-09-15
election-filter3.txt,40800000,2016-09-15
election-filter3.txt,40900000,2016-09-15
election-filter3.txt,41000000,2016-09-15
election-filter3.txt,41100000,2016-09-15
election-filter3.txt,41200000,2016-09-15
election-filter3.txt,41300000,2016-09-15
election-filter3.txt,41400000,2016-09-15
election-filter3.txt,41500000,2016-09-15
election-filter3.txt,41600000,2016-09-15
election-filter3.txt,41700000,2016-09-15
election-filter3.txt,41800000,2016-09-15
election-filter3.txt,41900000,2016-09-15
election-filter3.txt,42000000,2016-09-15
election-filter3.txt,42100000,2016-09-15
election-filter3.txt,42200000,2016-09-15
election-filter3.txt,42300000,2016-09-15
election-filter3.txt,42400000,2016-09-15
election-filter3.txt,42500000,2016-09-15
election-filter3.txt,42600000,2016-09-15
election-filter3.txt,42700000,2016-09-15
election-filter3.txt,42800000,2016-09-15
election-filter3.txt,42900000,2016-09-15
election-filter3.txt,43000000,2016-09-15
election-filter3.txt,43100000,2016-09-16
election-filter3.txt,43200000,2016-09-16
election-filter3.txt,43300000,2016-09-16
election-filter3.txt,43400000,2016-09-16
election-filter3.txt,43500000,2016-09-16
election-filter3.txt,43600000,2016-09-16
election-filter3.txt,43700000,2016-09-16
election-filter3.txt,43800000,2016-09-16
election-filter3.txt,43900000,2016-09-16
election-filter3.txt,44000000,2016-09-16
election-filter3.txt,44100000,2016-09-16
election-filter3.txt,44200000,2016-09-16
election-filter3.txt,44300000,2016-09-16
election-filter3.txt,44400000,2016-09-16
election-filter3.txt,44500000,2016-09-16
election-filter3.txt,44600000,2016-09-16
election-filter3.txt,44700000,2016-09-16
election-filter3.txt,44800000,2016-09-16
election-filter3.txt,44900000,2016-09-16
election-filter3.txt,45000000,2016-09-16
election-filter3.txt,45100000,2016-09-16
election-filter3.txt,45200000,2016-09-16
election-filter3.txt,45300000,2016-09-16
election-filter3.txt,45400000,2016-09-16
election-filter3.txt,45500000,2016-09-16
election-filter3.txt,45600000,2016-09-16
election-filter3.txt,45700000,2016-09-16
election-filter3.txt,45800000,2016-09-16
election-filter3.txt,45900000,2016-09-16
election-filter3.txt,46000000,2016-09-16
