row,created_at
0,2016-10-02
100000,2016-10-02
200000,2016-10-02
300000,2016-10-02
400000,2016-10-02
500000,2016-10-02
600000,2016-10-02
700000,2016-10-02
800000,2016-10-02
900000,2016-10-02
1000000,2016-10-02
1100000,2016-10-03
1200000,2016-10-03
1300000,2016-10-03
1400000,2016-10-03
1500000,2016-10-03
1600000,2016-10-03
1700000,2016-10-03
1800000,2016-10-03
1900000,2016-10-03
2000000,2016-10-03
2100000,2016-10-03
2200000,2016-10-03
2300000,2016-10-03
2400000,2016-10-03
2500000,2016-10-03
2600000,2016-10-03
2700000,2016-10-03
2800000,2016-10-03
2900000,2016-10-03
3000000,2016-10-03
3100000,2016-10-03
3200000,2016-10-03
3300000,2016-10-03
3400000,2016-10-03
3500000,2016-10-03
3600000,2016-10-03
3700000,2016-10-03
3800000,2016-10-03
3900000,2016-10-03
4000000,2016-10-04
4100000,2016-10-04
4200000,2016-10-04
4300000,2016-10-04
4400000,2016-10-04
4500000,2016-10-04
4600000,2016-10-04
4700000,2016-10-04
4800000,2016-10-04
4900000,2016-10-04
5000000,2016-10-04
5100000,2016-10-04
5200000,2016-10-04
5300000,2016-10-04
5400000,2016-10-04
5500000,2016-10-04
5600000,2016-10-04
5700000,2016-10-04
5800000,2016-10-04
5900000,2016-10-04
6000000,2016-10-04
6100000,2016-10-04
6200000,2016-10-04
6300000,2016-10-04
6400000,2016-10-04
6500000,2016-10-04
6600000,2016-10-04
6700000,2016-10-04
6800000,2016-10-05
6900000,2016-10-05
7000000,2016-10-05
7100000,2016-10-05
7200000,2016-10-05
7300000,2016-10-05
7400000,2016-10-05
7500000,2016-10-05
7600000,2016-10-05
7700000,2016-10-05
7800000,2016-10-05
7900000,2016-10-05
8000000,2016-10-05
8100000,2016-10-05
8200000,2016-10-05
8300000,2016-10-05
8400000,2016-10-05
8500000,2016-10-05
8600000,2016-10-05
8700000,2016-10-05
8800000,2016-10-05
8900000,2016-10-05
9000000,2016-10-05
9100000,2016-10-05
9200000,2016-10-05
9300000,2016-10-05
9400000,2016-10-05
9500000,2016-10-05
9600000,2016-10-05
9700000,2016-10-05
9800000,2016-10-05
9900000,2016-10-05
10000000,2016-10-05
10100000,2016-10-05
10200000,2016-10-05
10300000,2016-10-05
10400000,2016-10-05
10500000,2016-10-05
10600000,2016-10-06
10700000,2016-10-06
10800000,2016-10-06
10900000,2016-10-06
11000000,2016-10-06
11100000,2016-10-06
11200000,2016-10-06
11300000,2016-10-06
11400000,2016-10-06
11500000,2016-10-06
11600000,2016-10-06
11700000,2016-10-06
11800000,2016-10-06
11900000,2016-10-06
12000000,2016-10-06
12100000,2016-10-06
12200000,2016-10-06
12300000,2016-10-06
12400000,2016-10-06
12500000,2016-10-06
12600000,2016-10-06
12700000,2016-10-06
12800000,2016-10-06
12900000,2016-10-06
13000000,2016-10-06
13100000,2016-10-06
13200000,2016-10-07
13300000,2016-10-07
13400000,2016-10-07
13500000,2016-10-07
13600000,2016-10-07
13700000,2016-10-07
13800000,2016-10-07
13900000,2016-10-07
14000000,2016-10-07
14100000,2016-10-07
14200000,2016-10-07
14300000,2016-10-07
14400000,2016-10-07
14500000,2016-10-07
14600000,2016-10-07
14700000,2016-10-07
14800000,2016-10-07
14900000,2016-10-07
15000000,2016-10-07
15100000,2016-10-07
15200000,2016-10-07
15300000,2016-10-07
15400000,2016-10-07
15500000,2016-10-07
15600000,2016-10-07
15700000,2016-10-07
15800000,2016-10-08
15900000,2016-10-08
16000000,2016-10-08
16100000,2016-10-08
16200000,2016-10-08
16300000,2016-10-08
16400000,2016-10-08
16500000,2016-10-08
16600000,2016-10-08
16700000,2016-10-08
16800000,2016-10-08
16900000,2016-10-08
17000000,2016-10-08
17100000,2016-10-08
17200000,2016-10-08
17300000,2016-10-08
17400000,2016-10-08
17500000,2016-10-08
17600000,2016-10-08
17700000,2016-10-08
17800000,2016-10-08
17900000,2016-10-08
18000000,2016-10-08
18100000,2016-10-08
18200000,2016-10-08
18300000,2016-10-08
18400000,2016-10-08
18500000,2016-10-08
18600000,2016-10-08
18700000,2016-10-08
18800000,2016-10-08
18900000,2016-10-08
19000000,2016-10-08
19100000,2016-10-08
19200000,2016-10-08
19300000,2016-10-08
19400000,2016-10-08
19500000,2016-10-08
19600000,2016-10-08
19700000,2016-10-08
19800000,2016-10-08
19900000,2016-10-09
20000000,2016-10-09
20100000,2016-10-09
20200000,2016-10-09
20300000,2016-10-09
20400000,2016-10-09
20500000,2016-10-09
20600000,2016-10-09
20700000,2016-10-09
20800000,2016-10-09
20900000,2016-10-09
21000000,2016-10-09
21100000,2016-10-09
21200000,2016-10-09
21300000,2016-10-09
21400000,2016-10-09
21500000,2016-10-09
21600000,2016-10-09
21700000,2016-10-09
21800000,2016-10-09
21900000,2016-10-09
22000000,2016-10-09
22100000,2016-10-09
22200000,2016-10-09
22300000,2016-10-09
22400000,2016-10-09
22500000,2016-10-09
22600000,2016-10-09
22700000,2016-10-09
22800000,2016-10-09
22900000,2016-10-09
23000000,2016-10-09
23100000,2016-10-09
23200000,2016-10-09
23300000,2016-10-09
23400000,2016-10-09
23500000,2016-10-09
23600000,2016-10-09
23700000,2016-10-09
23800000,2016-10-09
23900000,2016-10-10
24000000,2016-10-10
24100000,2016-10-10
24200000,2016-10-10
24300000,2016-10-10
