row,created_at
46800000,2016-10-01
46900000,2016-10-01
47000000,2016-10-01
47100000,2016-10-01
47200000,2016-10-01
47300000,2016-10-01
47400000,2016-10-01
47500000,2016-10-01
47600000,2016-10-01
47700000,2016-10-01
47800000,2016-10-01
47900000,2016-10-01
48000000,2016-10-02
48100000,2016-10-02
48200000,2016-10-02
48300000,2016-10-02
48400000,2016-10-02
48500000,2016-10-02
48600000,2016-10-02
48700000,2016-10-02
48800000,2016-10-02
48900000,2016-10-02
49000000,2016-10-02
49100000,2016-10-02
49200000,2016-10-02
49300000,2016-10-02
49400000,2016-10-02
49500000,2016-10-02
49600000,2016-10-02
49700000,2016-10-02
49800000,2016-10-02
49900000,2016-10-02

