id,created_at,text,screen_name,description,location,followers_count,statuses_count,retweet_count
"793440029423067137","2016-11-01","lom sviral as fue el concierto de jlo marcanthoni gdzofici en apoyo clinton video","DLasAmericas","os informando en espa ol desd el sur de la florida un diario digit con edici n impresa","FL","158606","568137","0"
"793440029041430528","2016-11-01","rt biggest elect fraud in histori discov in the unit state break now via cernovich","thatgirlsandra5","govern polit we super elit","FL","2101","227573","1"
"793440032992403456","2016-11-01","rt johntrumpfankjv with problem america face last thing need constitut crisi vote trump drain sw","watson1_z","cowgirl trump beyond join us kag america beautifulin god i trust retweet special","FL","7474","199172","23"
"793440028001263617","2016-11-01","trump lawyer given court date lawsuit alleg rape","Tami_Skye_Mars","librarian research inform specialist wisdom come knowledg knowledg inform inform fact data","NJ","439","80454","0"
"793440034447843328","2016-11-01","rt realdonaldtrump look way crook hillari handl email case total mess she unfit presid","Dengony","nyc way south beach","NY","488","57066","18317"
"793440030765318144","2016-11-01","rt danscavino peter thiel we re vote for trump because we judg the leadership of our countri to have fail","antoineupnorth","i apolog way went i apolog passion intens princeton","NY","77","3976","1875"
"793440032845500417","2016-11-01","rt ppollingnumb nation la timesusc daili track poll trump clinton","Richieamx","trump","MO","14305","154490","379"
"793440032304533504","2016-11-01","rt call donnabrazil","dpwbeach","love potus flotus maga kag support israel buildthewal support our troop","VA","3178","24147","82"
"793440036712747008","2016-11-01","rt grneyedmandi email chang fact trump racist sexist serial grope incompet unqualifi big leagu moron","angelica974","i m bring nasti back","FL","946","12996","273"
"793440037132054529","2016-11-01","the posit parti reckless broke protocol order put voter year infuri","leilanitexas","classic liber new independ gopexit did nt vote either nut crook choos better next time rs ds","TX","127","32471","0"
"793440036771491840","2016-11-01","mattmackowiak hanniti jump new trump network","boris3324","former detroit husband father grand pa veteran think scientif blockedbytrump","VA","19002","390143","0"
"793440036154781698","2016-11-01","rt aduanebrown the clinton camp lose everi battleground state answer all know blame russia","bbodine18457","i cling gun bibl maga cantquittheblu alwaystrump donotlist i block follow gen flynn qanon dm s","TX","13006","229780","522"
"793440037299826689","2016-11-01","rt christichat in donald trump administr no bullshit bobbi knight maga trump draintheswamp hi","steph93065","trumpforev airforcemom marinemom the valid censorship idea right peopl listen newrightnetwork contributor","CA","322852","265574","353"
"793440036838486017","2016-11-01","rt christichat penc rock star big crowd show penc florida swing maga","bjdjtexbiz","faith famili footbal friend freedom love texan","TX","2880","103779","148"
"793440035454406657","2016-11-01","rt thehil fbi agent push clinton foundat investig justic dept shut","NeedToPray","mom of amaz kid christian maga so thank presid trump militari polic forc support deboost","TX","10140","53447","7126"
"793440042664468480","2016-11-01","donald trump destroy email record document defianc court order","SuePaerels","nmls loan consult loandepot servic wonder folk new jersey almost two decad help peopl financ american dream","NJ","962","2120","0"
"793440040198090752","2016-11-01","rt therickwilson take donald take soul","ShiversShana","don quixot got nuthin","TX","526","27835","74"
"793440044317114369","2016-11-01","rt biggest elect fraud in histori discov in the unit state break now via","thatgirlsandra5","govern polit we super elit","FL","2101","227573","1"
"793440041880158208","2016-11-01","rt schestowitz flint furious donna stab communiti back","DRicebowl","then passiv citizen world now passion citizen worri abysm corrupt govt","IL","558","71882","10"
"793440041913741312","2016-11-01","rt davidcorndc exclus a veteran spi has given fbi inform alleg russian oper cultiv donald trump","ausuar","usa citizen us govern co owner world member perspect leader align ancient faith modern scienc collabor futur","FL","292","37811","3805"
"793440045822861312","2016-11-01","rt thedailyedg what whole campaign attempt distract mike penc","EduardQualls","author nontradit revolutionari vex vike because shitpost i block fascist messag without post argument notic","TX","708","73943","166"
"793440037182513153","2016-11-01","rt jonfav paul ryan vote presidenti candid make racist comment brag commit sexual assault betterway ht","Jnitros","all around cleveland fan democrat atheist resist buckey jrnation","FL","284","93961","1867"
"793439993830133761","2016-11-01","rt ppollingnumb abc wapost poll in tossup state arizona florida north carolina ohio amp utah trump clinton","ver_wey","the nine terrifi word english languag i m govern i m help ronald reagan follow general flynn","CO","7979","80780","945"
"793440052965769220","2016-11-01","rt realdonaldtrump thank grand rapid michigan icymi watch","paulsteven","did you know it s free to a guest dec jan very limit time avail","FL","21","124634","8223"
"793440049413001216","2016-11-01","rt cbsnew report the fbi say direct tie russia donald trump s campaign","kodam1313","leo","CA","343","7452","356"
"793440052902637568","2016-11-01","trump on fbi investig could bethemoth lode to expos hillari bombshel of corrupt via realalexjon","Zabwow1","i strive perfect i settl excel dairi lead kroger","TX","569","113673","0"
"793440005863542784","2016-11-01","even cnn ca nt stand stench clinton campaign draintheswamp realdonaldtrump scottpresl","hellis1958","aircraft mechan pilot parachut rigger former skydiv scuba diver amateur radio oper competit shooter libertarian","LA","6","309","1"
"793440050209972225","2016-11-01","rt judgenap fbi should nt give progress report crimin case","KickinBrass1","gunsmith servic no list happili marri christian parler i vet follow maga bluelivesmatt no front hole persist walkaway","GA","25870","185786","124"
"793440060175712256","2016-11-01","rt prisonplanet top psychologist googl algorithm will rig elect for hillari","Inepsa","patriot chicken wrangler architect invis electr wall","MI","11","352","1126"
"793440054748250112","2016-11-01","realpetereclub tweeter p rig elect real possibl what fact","EMTalkery","novel vid w john cullum","NY","8442","352370","1"
"793440054966308865","2016-11-01","rt mitchellvii ibd poll trump point lead w indi yet due ridicul reweight magic lose poll","gerry_dankowski","god creat hors could closer multi busi owner god wife hors dog thank jesus christ lord savor maga booya","TX","660","14699","338"
"793440060096012288","2016-11-01","after owner announc support donald trump yuengl face instant boycott beer","UniteWomenWV","offici wv twitter account nat l grassroot organ commit chang public dialogu women equal","WV","950","23487","12"
"793440060662222849","2016-11-01","after owner announc support donald trump yuengl face instant boycott beer","UniteWomenNC","offici nc twitter account nat l grassroot organ commit chang public dialogu women equal","NC","1096","18660","11"
"793440055356297218","2016-11-01","rt maramcewin morningjo re part old paradigm you d better trump tv msnbc now let s bring amjoyshow","dreamcatcher5","i rais la wife london so far ve surviv life best friend marri yrs be pebbl year afc vnv proud sere grad mob","MT","7864","207013","764"
"793440055666802689","2016-11-01","rt zerohedg wikileak reveal googl s strateg plan to help democrat win the elect","PoorPaula","retir realtim court report","NJ","1754","29568","316"
"793440053741707264","2016-11-01","rt biggest elect fraud in histori discov in the unit state break now via","thatgirlsandra5","govern polit we super elit","FL","2101","227573","1"
"793440057654992896","2016-11-01","rt stevesingis love fbi sourc ca nt wait inflam everi hrc rumor tamp everi trump rumor methink journo ar","Hesiod2k11","this twitter account punch fascist liber blogger counterspin central if re entertain tweet re wrong","MI","3811","345804","139"
"793440054555336704","2016-11-01","they want trump puppet bid ethic complaint file rep jason chaffetz releas comey clinton email letter","ivorroy","us armi vietnam vetyou want fri no answer question had lucid thought investor retire free lanc writer read risk","NY","1213","29198","0"
"793440054236545025","2016-11-01","rt trump jump in","TheMattJansen","go least hrs wo visit bathroom born mexican independ day craft beer salt air friend famili fire donald f trump","PA","3679","3816","9"
"793440057378086912","2016-11-01","this commonplac america leader trump","dwbourgeois","current past film journalist screenwrit tv writer comedywebsit guy plenipotentiari road cyclist","NY","311","16164","0"
"793440064768450562","2016-11-01","rt joyannreid the nc senat reelect muse weekend gun owner may want put bullsey hillari clinton","twodogsva","singl dad make way trip lot","VA","60","5047","1187"
"793440066504888320","2016-11-01","rt biggest elect fraud in histori discov in the unit state break now via","thatgirlsandra5","govern polit we super elit","FL","2101","227573","1"
"793440065024327680","2016-11-01","the fascist s chanc win rough equal flip coin come head twice row","johnbellessa","softwar engin ibm illinoisc alum bs ms opinion etc","MA","289","14268","0"
"793440061337571328","2016-11-01","inbox dem group file doj complaint fbi director jame comey interf presidenti elect","UniteWomenMS","offici ms twitter account nat l grassroot organ commit chang public dialogu women equal","MS","1204","9424","0"
"793440064365662208","2016-11-01","rt realdonaldtrump crook hillari allow run presid she delet email after get subpoena u","LisaCircle","super fan anim british tv mm romanc hea","OH","66","5833","20320"
"793440076441280516","2016-11-01","rt judgenap fbi should nt give progress report crimin case","maga_gin","proud bless mom wife conserv lovemycountri trump maga draintheswamp buildthatwal kag no dms","FL","4228","5283","124"
"793440071227678720","2016-11-01","","maggievoelker","leadership coach pcc career facilit gcdf mom nana friend love life live full john a big thank you activ duti militari veteran","CA","1149","30859","0"
"793440078320263168","2016-11-01","rt biggest elect fraud in histori discov in the unit state break now via","thatgirlsandra5","govern polit we super elit","FL","2101","227573","1"
"793440076281876480","2016-11-01","realli wtf happen yesterday trump took lead his voter vote say","josiea65","this longer democraci sad time ahead do not add me to a list i block you resist fbr pru bluewav fuckdotard neverberni","NY","12172","37191","0"
"793440077342834688","2016-11-01","one week till elect day","jlwhiteley","crimin justic editor herald democrat sherman texa a small town gal open mind pen paper burn need tell stori","TX","370","2231","0"
"793440070866907136","2016-11-01","rt but jame comey wrote letter noth see","NewsOfMideast","news middl east also tweet polit work expos truth trump i support elizabeth warren joe biden presid","OK","3206","454511","48"
"793440079125635073","2016-11-01","rt allahpundit elect end tentat florida goe recount recount goe suprem court court deadlock","BlameBigGovt","unenrol skeptic progressiv illiber dissent good echo chamber i came debat stay sarcasm improv argument","MA","6433","147936","218"
"793440073802981376","2016-11-01","rt boiarski the orgi video suppos fantast might say spectacular putin ca nt lose s got trump ball e","BegiiiGiles","","WA","947","378911","2"
"793440078097973248","2016-11-01","the next presid adopt citi power polici","BrooksRainwater","dad writer research senior execut director center citi solut leagueofc citi uo ouu design better place view","WA","3729","19707","0"
"793440075803561985","2016-11-01","rt realdonaldtrump crook hillari allow run presid she delet email after get subpoena u","scrog218","conserv pro israel pro christian draintheswamp kag maga qisacult buildthatwal legalimmigr prolif no liber","VA","4859","24734","20320"
"793440084682866688","2016-11-01","rt ew iamjohnoliv get arrest thedailyshow s vision trump presid dystopia dailyshow https","Honeybee2729","intern travel adventur seeker expert cuddler busi woman alpha woman ig wearekimesh youtub kimesh kronicl","NC","144","4647","26"
"793440083919634433","2016-11-01","rt igorvolski wait today learn trump practic russian agent use legal dubious method avoid pay american","Caliangel55","disabl veteran democrat poet anim lover no list ptsd theresist mtg blacklivesmatt guncontrol finalfantasytcg","OH","7405","184034","1373"
"793440084842405888","2016-11-01","gabrielmalor nytim if side trump probabl true no love lost","onebigsister","christian texa follow genflynn abbottcampaign jamesrosentv chiefdavidbrown toddstarn realdailywir digitalpatriot","TX","10182","32902","0"
"793440086817771520","2016-11-01","rt thehil report trump use legal question method avoid pay tax","HBoushey","what make econ grow unbound how inequ constrict our economi what we can do about it","WA","9975","12109","86"
"793440085446393856","2016-11-01","hillaryclinton say woman pay women less men work","Brandon_19k","typic red blood american veteran asshol","NC","87","2122","0"
"793440079989641217","2016-11-01","rt hillaryclinton donald trump s equal pay plan women you re gon na make good job","clement_regina","bleed heart communiti activist intuit singl gal","RI","733","115289","1719"
"793440082871058434","2016-11-01","hillaryclinton colleend desper lose campaign crimin hillari go hope behind bar","Rdsknsfan3","fight take back our countri socialist i stop pursuit help push back frontier of ignor","VA","234","24994","0"
"793440084989190145","2016-11-01","remark graph outcom donald j trump vs hillari clinton elect keep mind iowa","jamesfordtv","report news grate husband father","NY","6179","7489","0"
"793440079381356544","2016-11-01","rt this good democrat","6549lmartin","i hyphen american i am an american trump conserv nra greatest gratitud hero put life line us","MI","30898","457887","3"
"793440082187386880","2016-11-01","hillari its time to step down delet account","R_n_GA","flaw christian fiscal conserv libertarian i support israel proud count jame wood sean hanniti jenni beth martin among follow","GA","5065","32183","0"
"793440084188102656","2016-11-01","rt bostonfortrump hack email show donna brazil leak debat question hillari clinton crook cheater","cactusflower81","navi brat pro america pro freedom pro us militari pro border anti pc bullshit do nt tread trumptrain","NJ","8350","259495","1"
"793440079851184128","2016-11-01","rt mizzbobbi russia ask the cia why did hillari clinton just buy million worth of illeg weapon","VLovesAnimals","maga mom avid anim advoc love jesus famili friend my countri not interest date proud follow general flynn genflynn","PA","21116","379086","2"
"793440085358284800","2016-11-01","rt realdonaldtrump look way crook hillari handl email case total mess she unfit presid","CaptainSurfs","calibr carbon compet captain s canni kibitz kindl king confid chart cours correct","NJ","59","3359","18317"
"793440079633145856","2016-11-01","rt i care retweet do care trumpsmissingreturn","AshtonP1960","physician assist","NY","1124","14162","6"
"793440083030396928","2016-11-01","rt christichat uhoh pop corn clinton black son make bombshel announc maga trump hillaryforprison","steph93065","trumpforev airforcemom marinemom the valid censorship idea right peopl listen newrightnetwork contributor","CA","322852","265574","304"
"793440079436021761","2016-11-01","rt usaneedstrump when investig donald trump goe horribl wrong tuesdaymotiv hillaryclinton your bad debunk","deeathomedee","maga llovemypresid ilovemyvicepresid neverforgetbenghazi walkaway if right wrong not look date no dms pleas","SC","7375","37646","1322"
"793440093298044928","2016-11-01","wikileak clinton staff had code word wipe out all email via youtub","Nappers824","usmc veteran retir gysgt my oath expir may god bless america god bless presid trump i retweet all fellow patriot dav nra vfw","TX","2664","39748","7"
"793440091456745472","2016-11-01","rt bannerit keep mind","vickieclayb","interest includ outdoor experi polit imwithh humanrightsreveryonesrg disarmh liber climatechang resist believ justic","OK","1570","67954","7"
"793440092228558848","2016-11-01","still think hillari clinton is role model your daughter","IrishSix1","the truth men seek draintheswamp maga","PA","3552","76349","0"
"793440091939143680","2016-11-01","rt wikileak nytim law enforc offici say none investig found link mr trump russ","krizanac31","photograph green mt photo","VT","1610","67750","14245"
"793440099069407232","2016-11-01","rt hillaryclinton with day left wait rt agre trump immedi disclos tie connectio","lulu82824","i proud mother daughter sister woman happi wife","CA","1081","167695","20813"
"793440096527773696","2016-11-01","rt kellyannepol love poll trump lead matthewjdowd great way start novemb","zamboni5454","veteran true american love countri","FL","2831","47562","1851"
"793440096296894464","2016-11-01","rt funder sen burr sorri death threat hillarytoo littl late file report wsecret servic imwithh","AcreJudi","bird watcher volunt the denver art museum passion follow nativ american art proud democrat","CO","800","127658","14"
"793440095122649089","2016-11-01","republican give trump militari legal amp secur apparatus long ryan control legisl agend","jonathanchait","writer new york magazin notif turn","WA","177493","44704","38"
"793440095730819076","2016-11-01","latest unanim dissent clear fbi compromis let s abolish curiouskurz beer amp trump","SamSacks","writerreport cofound thedcsentinel podcast","WA","10670","13730","1"
"793440101871255552","2016-11-01","rt juddlegum but accord nbc putin sent daughter russian oligarch deliv gift note trump nyc https","TheLadyPamela","wife mother grandmoth it nerd way cool persist resist postcardstovot","FL","1371","14938","224"
"793440095760068608","2016-11-01","rt usaneedstrump hillaryclinton slate my friend werent sure vote your fbi investig theyr vote trump","darrelralph_DDR","follow i ll follow creator write pen gear texa usa","TX","2220","22929","142"
"793440100306808832","2016-11-01","rt shivashaktam we peopl trump march poll million rise ame","3172jam","","OH","972","93937","5"
"793440101036589056","2016-11-01","rt onmessageforh everyon know elect season magic time everi four year ca nt investig candid abus","pamhdley","born happi bless wife mother christian american believ common sens bs pc not afraid stand patriot","NC","113","5505","1238"
"793440095709827072","2016-11-01","rt foxandfriend tomfitton the clinton foundat hillari clinton protect doj there s coverup go","scotthwk62","vet ftrump penc support pres trump nra melungeon profil pic copyright titl american dragon follow back all maga realnewsrush","WV","21791","118673","2270"
"793440096024428544","2016-11-01","one week til elect","urbbody","antifacist miltant secularist your bibl bibl sheher allofgopisculp","NJ","981","11947","0"
"793440106543669249","2016-11-01","when i get investig fbi i m go make demand lol hillaryemail cnn msnbc trump hillari","TrumanClute","us armi veteran from fla rn minnesota work toward better health it s point blame let s someth now","MN","3777","5477","0"
"793440107441172481","2016-11-01","rt wikileak no link trump amp russia no link assang amp russia but podesta amp clinton involv sell us uranium","Mel_Riggs_buck","","OK","13","140","53498"
"793440106195582976","2016-11-01","rt daveweigel accord chanc postelect column titl i wrote haramb i nt think t","DarylSurat","i m engin podcast otaku usa magazin contributor driven insan pop cultur overload isol it make scream lot finger","FL","5769","154404","1603"
"793440108917559296","2016-11-01","realdonaldtrump look like ryan back track jerk caus chao good need shut","58f80_yasobo","","MD","2","528","0"
"793440107604774912","2016-11-01","rt politifact trump recent mistook exhibit hall speak abandon plant","JoelSaklad","student americanu triplet public radio enthusiast dc way san antonio","WA","259","6061","55"
"793440109567873024","2016-11-01","chelseahandl nt care hillari sell pussi email that cotton candi troll trump nt need presid","RobVanez","im jack trade im dancer make artist play instrument built pet bed im goofi charact make anyon laugh","TN","14","14","0"
"793440110050148352","2016-11-01","rt tednesi new sheldon whitehous urg clinton aid link berni sander karl rove email hack wikileak show","dbbebo","libertarianrepublican","RI","273","1025","47"
"793440111384035328","2016-11-01","wtf","Triciaa_17","","FL","3257","134836","0"
"793440109836107776","2016-11-01","rt realdonaldtrump wow lead abc washingtonpost poll gone point two week most crook hil","scrog218","conserv pro israel pro christian draintheswamp kag maga qisacult buildthatwal legalimmigr prolif no liber","VA","4859","24734","14146"
"793440107185315841","2016-11-01","realdonaldtrump hillaryclinton where fbi looni door","folsomdweller2","californian educ a firm believ democrat valu usa great sinc incept","CA","1843","118473","1"
"793440120468803584","2016-11-01","rt davidbadash wow just wow report russian regim has been cultiv support assist trump least year","AshtonP1960","physician assist","NY","1124","14162","39"
"793440115829923840","2016-11-01","rt biggest elect fraud in histori discov in the unit state break now via","thatgirlsandra5","govern polit we super elit","FL","2101","227573","1"
"793440117125939200","2016-11-01","serious red flag wave us what hell","LA_Crystal","progress left coaster live deep red state core issu campaign financ media reform affect all issu polit analyst","MO","4059","135219","1"
"793440118413651968","2016-11-01","rt realdonaldtrump crook hillari allow run presid she delet email after get subpoena u","CaptainSurfs","calibr carbon compet captain s canni kibitz kindl king confid chart cours correct","NJ","59","3359","20320"
"793440131017543680","2016-11-01","ancientwarrior gregori rig elect real possibl what fact","EMTalkery","novel vid w john cullum","NY","8442","352370","1"
"793440129398534145","2016-11-01","rt breyeschow school go lockdown joke yet senatorburr quip gun owner shoot clinton https","jazzpastord","piemakerpastorpoetorganizerhop revolutionari tri fend cynic dismantl white supremaci inaround crcaa justicehouseoak mbcc","CA","3226","138992","4"
"793440122842648576","2016-11-01","rt rmconserv hillari s lead earli vote lot cannib elect day vote expand pie like obama sti","vetjr89","i like gif they re exclam point thought i nt dm re free tri rt i find noteworthi not adequ proxi anybodi","IN","1065","61086","6"
"793440130266718208","2016-11-01","rt biggest elect fraud in histori discov in the unit state break now via","thatgirlsandra5","govern polit we super elit","FL","2101","227573","1"
"793440131050901505","2016-11-01","rt wsjopinion meltdown justic attorney general loretta lynch abdic duti clinton probe","NeedToPray","mom of amaz kid christian maga so thank presid trump militari polic forc support deboost","TX","10140","53447","774"
"793440125858512897","2016-11-01","rt danscavino peter thiel we re vote for trump because we judg the leadership of our countri to have fail","Angelabasso5","maga fedup hardwork small biz owner","FL","9083","81759","1875"
"793440125908910081","2016-11-01","rt investig donald trump i see lead clinton new wapoabc poll point day ca nt imagin http","604_9705","vet nam like fish kayak natur trump support","FL","398","14362","27"
"793440122704461824","2016-11-01","why nt grand juri look clinton foundat","Rdmorgan57","","IN","13","977","0"
"793440127544594432","2016-11-01","rt thehispan pleas go vote","SheLovesIsaiah","","NC","936","11995","24"
"793440130568708096","2016-11-01","rt armastrangelo abc show trump beat clinton trump alway truth becom difficult hi","twojjrs","","FL","811","36529","224"
"793440122079367168","2016-11-01","rt wsjopinion meltdown justic attorney general loretta lynch abdic duti clinton probe","JackDavisAZ","independ support declar independ unit state constitut unit state bill right magna carta libertatum americafirst","AZ","273","68988","774"
"793440127808860160","2016-11-01","rt ccaryl a veteran spi given fbi inform alleg russian oper cultiv donald trump via","CarrieBeehan","perform artpaintmus sensat imageri fuse song star review new cd alazon in the quiet room","NY","176","844","2"
"793440137510264833","2016-11-01","revisit undercov fbi agent discuss clinton foundat indict via youtub","joaniemiller56","wait harpazo","TN","1965","58163","0"
"793440131629850624","2016-11-01","rt jonfav paul ryan vote presidenti candid make racist comment brag commit sexual assault betterway ht","brianbeutler","crookedmedia editor chief polit podcast croc good","WA","151428","133185","1867"
"793440135819857920","2016-11-01","rt nprinskeep trump still face signific shortfal elector vote campaign schedul show from nyt","JoelSaklad","student americanu triplet public radio enthusiast dc way san antonio","WA","259","6061","31"
"793440135735980032","2016-11-01","rt daveweigel accord chanc postelect column titl i wrote haramb i nt think t","WillMcAvoyACN","journalist ombudsman missiontocivil not affili hbo the newsroom i mute notif nonfollow","NY","110486","125857","1603"
"793440133571866624","2016-11-01","rt donaldjtrumpjr but bill gave figur speech state dept hrc sell russia us uranium stock paytoplay ht","aburks041","poopin know uconnhuski patriot yanke","CT","293","6900","2697"
"793440136021307392","2016-11-01","rt do get yet the trump amp clinton camp basic thing nevertrump neverhillari","CherylHeide","mom grandma widow vietnam vet packer badger brewer nevertrump countryoverparti standuprepubl votersunit amyklobuchar","WI","2642","137407","10"
"793440137245896705","2016-11-01","rt trumpmovementus attorney general serv bill clinton say presid trump can chang america","caroldamnit","proud american i stand red white blue big support militari vet blue live matter i love maga proud member nra","GA","5311","127191","61"
"793440136730058752","2016-11-01","rt theglobalunit tgowdysc transpar amp equal applic law spot mr gowdi hillaryclinton made bed","bjdjtexbiz","faith famili footbal friend freedom love texan","TX","2880","103779","195"
"793440133303402496","2016-11-01","rt prisonplanet top psychologist googl algorithm will rig elect for hillari","givn2me","janeofalltrad brooklynstationmgr kingandqueenradiomgr realest","NY","92","991","1126"
"793440137250308096","2016-11-01","rt marclott momentum realdonaldtrump lead clinton point new poll enthusiasm declin abc news","paulsteven","did you know it s free to a guest dec jan very limit time avail","FL","21","124634","219"
"793440146779549697","2016-11-01","no deni cnn and the clinton are one all kind of gate","Mryarserrot","nonconformist","TX","96","5912","0"
"793440145479503872","2016-11-01","hillari clinton donald trump north dakota your tuesday brief new york time newyork","SocialMediaNY_","the new york socialmedia nyc new york social media tweet blog vlog event nyc sdcc comic con","NY","604","34791","0"
"793440146146426880","2016-11-01","we need strong leader trump s popular high among iraqi","JamesPomeroy8","conserv christian lover tech scienc fan sport enjoy video game","NJ","2514","174740","0"
"793440143646556160","2016-11-01","rt lagartijanix the moral declin america still think hillari clinton role model daughter ba","IrishSix1","the truth men seek draintheswamp maga","PA","3552","76349","58"
"793440143466201088","2016-11-01","got ta say i ve watch chrismarthew late bad show","CRusso128","","NY","152","8932","0"
"793440143248162816","2016-11-01","rt keitholbermann comey shout fire theater without say theater without fire but ll say noth trump russia htt","riproar51","fbresist liber resist trumprussia impeachtrump womensmarch gopcompl marchforourl","TX","490","5646","1630"
"793440145252888576","2016-11-01","and pot simpli explod leav kettl wonder wut","Paladiumcrayon","no one exist purpos one belong anywher go die you probabl want talk fair warn fuck nuanc","MI","552","87367","0"
"793440142170157056","2016-11-01","rt the link russia trump neither want anoth war","mary_marythe1","retir librarian","NC","377","31524","22"
"793440140458856448","2016-11-01","you rock","MrsJ657","women integritytrust god thing","VA","72","936","1"
"793440146213466113","2016-11-01","new hillari clinton introduc former miss univers alicia machado ralli florida","NickAmadorTV","senior produc eyewit news this morn quinnipiacu alum rt s endors former nbcnewyork","NY","1782","22706","0"
"793440130086215681","2016-11-01","rt jessespector headlin trump lead abc poll articl elector vote worth state consid blue","knicks148","coffe drinker oxygen breather curl truther i ve also seen music play live multipl time jet ranger yanke knick writercr blog","NY","1184","301130","11"
"793440147408687104","2016-11-01","rt patrickmurphyfl there s much stake elect head poll today earli vote continu novemb fl","GailHorn","former republican start lifecan stand direct countri go undertrump women march concern citizen polit wonk resist","MO","4076","163853","230"
"793440142258307072","2016-11-01","rt teamtrump yuge gt shift toward trump day realdonaldtrump hillaryclinton","Britt_kayleen","","OH","36","5142","945"
"793440154522353664","2016-11-01","rt jonfav meanwhil republican candid wo nt even utter trump s name public","sentienteyeroll","liter worst","KY","728","20531","433"
"793440153259814912","2016-11-01","rt realdonaldtrump wow lead abc washingtonpost poll gone point two week most crook hil","LindaTyler10","trump support god bless texa christian happili marri love famili peo pro life nra maga kag astro fan big","TX","3302","24318","14146"
"793440151993196544","2016-11-01","rt wispolit elect johnson duffi team new tv ad call selv hardwork outsid wipolit","RohnWBishop","chairman republican parti fond du lac counti dad husband cub fan waupun wi","WI","755","39575","1"
"793440152714698753","2016-11-01","new clinton super pac ad hit trump s remark women","Pajjr2016","fbr fbresist music lover feminist free rang rapscallion bald ribald love anim hate bulli danger typist theresist","NY","69200","155162","0"
"793440149023567873","2016-11-01","peopl shape elect pastor mark burn via yahoonew","nunya454","","TX","217","9356","2"
"793440150764281856","2016-11-01","rt wikileak nytim law enforc offici say none investig found link mr trump russ","NCPatriotMom","we need honest govt gop dem two side coin can stomach polit anymor bc one want work togeth anymor termlimit","NC","1903","30215","14245"
"793440144858681344","2016-11-01","rt danaschwartzzz i feel like type email hillari clinton peopl like ignor","JaneagainstTru1","mom mimi patriot wonder peopl supp man side wputin sworn protect us resist mobinthewh liarinchief","MI","1174","31896","26795"
"793440149292011521","2016-11-01","rt hillaryclinton the thought donald trump nuclear weapon scare death it scare everyon","lattalo","fli fish everi chanc i get get away polit mad","MT","110","4999","9322"
"793440154232950784","2016-11-01","rt wikileak no link trump amp russia no link assang amp russia but podesta amp clinton involv sell us uranium","CaptainSurfs","calibr carbon compet captain s canni kibitz kindl king confid chart cours correct","NJ","59","3359","53498"
"793440150500040704","2016-11-01","rt rtcom no evid would link trump anyon els circl direct russia elect oper fbi","RT_America","it time real news make world questionmor","WA","380333","118567","311"
"793440162332172289","2016-11-01","rt dailymail scientist uncov relationship server trump organ russian bank","ivorroy","us armi vietnam vetyou want fri no answer question had lucid thought investor retire free lanc writer read risk","NY","1213","29198","10"
"793440159115124736","2016-11-01","rt danscavino crook hillari s attempt connect trump amp russia fail shown friend nyt","Angelabasso5","maga fedup hardwork small biz owner","FL","9083","81759","1396"
"793440130673549313","2016-11-01","rt numbersmunch hillari clinton make last second bid unintent tweet elect season","MarySchmid2","weather geek book lover wife mother bloodi mari connoisseur","MD","239","36375","246"
"793440163376443392","2016-11-01","you absolut fact back you re bad brazil","MeandTig","let weird light shine weird one find","CA","142","5773","0"
"793440157781352449","2016-11-01","rt kellyannepol poll vault abc poll realdonaldtrump lead time sinc may trump clinton djt day","zamboni5454","veteran true american love countri","FL","2831","47562","4056"
"793440163858944001","2016-11-01","rt biggest elect fraud in histori discov in the unit state break now via","thatgirlsandra5","govern polit we super elit","FL","2101","227573","1"
"793440118862381056","2016-11-01","willmcavoyacn johnjharwood only presid donald trump","AIFAN1234","polit junki dog lover hillari clinton democrat resist","MI","213","9424","0"
"793440157923848192","2016-11-01","rt sassypantsjj russian spi far donald trump julian assang jame comey huma aberdin anthoni weiner joe biden averag american","bbodine18457","i cling gun bibl maga cantquittheblu alwaystrump donotlist i block follow gen flynn qanon dm s","TX","13006","229780","18"
"793440150072205312","2016-11-01","thehil everyon side trump fascist i block one brown shirt i shut twitter today","Tayl94078417","villainsresist do follow support trump the root word decid kill care kill","FL","2423","15393","0"
"793440158838390784","2016-11-01","rt gatewaypundit whoa it sound like chris matthew just endors trump video via gatewaypundit","pquintela_cdpe","patriot nra maga kag former d vote r walkaway troll lib porn instablock i move parler conserv platform","NJ","3142","48561","94"
"793440168426541056","2016-11-01","can pleas hear director comey","TheLiberalDem","","MA","121","7142","0"
"793440165452800000","2016-11-01","rt video morn joe say sleazi clinton foundat ran shakedown scam donor","DkmorrisKeith","hardwork famili tire gov corrupt strong support donald trump famili","PA","4209","144672","20"
"793440171450572800","2016-11-01","rt agconserv trump hillari involv multipl fbi investig you know investig fbi","_lizabethann","special ed teacher mom corgi mom exgopindepend teampatriot nevertrump this polit account teacher acct separ","NJ","1164","11248","74"
"793440168648769536","2016-11-01","rt thedcpolit wikileak here how the clinton free privat jet scam work","Joh_Ei","love wife mommi miracl week preemi babi daughter cathol god republican prolif venezuelanamerican","FL","524","19338","6799"
"793440120661807104","2016-11-01","rt zbyronwolf kasich vote mccain","usa_dmc","just ordinari american proud christian veteran","MI","1927","27485","27"
